p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene	cluster_names
0.0003533428728211	-1.60057005385102	0.566	0.649	1	4	IGLC2	B EIF5A
0.000689760508946231	0.305717748539551	0.199	0.212	1	4	GABPB1-AS1	B EIF5A
0	2.97295509157723	0.98	0.227	0	5	S100A4	Memory 2
0	1.65266038900283	0.894	0.443	0	5	S100A6	Memory 2
1.62096631507948e-252	0.373204575925755	1	0.998	2.89002084315521e-248	5	B2M	Memory 2
2.5150366829886e-237	0.906477731654774	0.82	0.557	4.48405890210038e-233	5	VIM	Memory 2
3.82327805411133e-225	0.962785281877715	0.538	0.233	6.81652244267508e-221	5	TNFRSF13B	Memory 2
5.89632500791359e-193	0.302052752846715	1	0.999	1.05125578566091e-188	5	RPL34	Memory 2
6.72203453492864e-193	0.31602851788192	1	0.998	1.19847153723243e-188	5	RPS14	Memory 2
3.54884776920105e-180	0.824140821885645	0.489	0.225	6.32724068770855e-176	5	CAPG	Memory 2
9.83727198192241e-171	0.530344502489679	0.971	0.863	1.75388722165695e-166	5	CD52	Memory 2
3.47675349630411e-161	0.732976823649837	0.656	0.415	6.1987038085606e-157	5	PLP2	Memory 2
3.87317984055094e-142	-1.30476841956879	0.037	0.215	6.90549233771827e-138	5	RGS13	Memory 2
7.51361270659208e-137	0.492800938378158	0.893	0.688	1.3396020094583e-132	5	EMP3	Memory 2
6.21263156650239e-136	-0.96086143897731	0.089	0.31	1.10765008199171e-131	5	NME1	Memory 2
9.23927534278122e-133	0.338834031564248	0.996	0.98	1.64727040086446e-128	5	MT-CO1	Memory 2
2.34535273158503e-125	0.687439576073771	0.639	0.434	4.18152938514296e-121	5	ANXA2	Memory 2
6.64538173903796e-121	0.399410107161745	0.962	0.902	1.18480511025308e-116	5	HLA-A	Memory 2
9.53019693935021e-120	0.475943907495906	0.933	0.851	1.69913881231675e-115	5	SH3BGRL3	Memory 2
5.57948646070887e-107	0.760146563716532	0.446	0.29	9.94766641079784e-103	5	TCF4	Memory 2
2.96744166973394e-99	0.608171105661231	0.253	0.093	5.29065175296864e-95	5	RHOC	Memory 2
7.33089681543031e-95	0.337604669730327	0.992	0.967	1.30702559322307e-90	5	MT-ND3	Memory 2
4.8917950487257e-85	-0.923262961323748	0.297	0.481	8.72158139237305e-81	5	CD83	Memory 2
5.40081992860128e-85	-0.754828131452953	0.312	0.494	9.62912185070323e-81	5	RANBP1	Memory 2
1.02909364596694e-82	-0.611876840332953	0.15	0.338	1.83477106139445e-78	5	RFTN1	Memory 2
8.22477916141488e-82	-0.48805171112987	0.013	0.124	1.46639587668866e-77	5	CD38	Memory 2
4.27823930746193e-80	-0.717928025773878	0.323	0.506	7.62767286127388e-76	5	HSPE1	Memory 2
4.88592072889865e-80	-0.85681154130743	0.777	0.852	8.7111080675534e-76	5	HSP90AB1	Memory 2
5.06086956657831e-79	-0.67302206731617	0.355	0.538	9.02302435025247e-75	5	PSME2	Memory 2
1.32844841917306e-78	0.5629467137059	0.482	0.329	2.36849068654365e-74	5	S100A11	Memory 2
1.61694795299189e-78	0.519498311517153	0.532	0.342	2.88285650538923e-74	5	LY6E	Memory 2
3.02960266375964e-75	0.48524150231733	0.212	0.085	5.40147858921705e-71	5	AHNAK	Memory 2
4.80803571808464e-74	-0.706980400121991	0.296	0.47	8.57224688177311e-70	5	HSPD1	Memory 2
1.39646888108026e-71	-0.670250713809168	0.643	0.753	2.489764368078e-67	5	HSP90AA1	Memory 2
2.97580916762153e-71	0.482099182965441	0.451	0.265	5.30557016495243e-67	5	KLF2	Memory 2
3.97042173784027e-71	-0.416839655879549	0.015	0.12	7.07886491639541e-67	5	PYCR1	Memory 2
5.41566739232613e-70	-0.559105290141858	0.274	0.458	9.65559339377825e-66	5	ILF2	Memory 2
6.47818074768228e-70	0.488563219913201	0.547	0.374	1.15499484550427e-65	5	CD44	Memory 2
1.35644349914537e-68	-0.589887234860569	0.144	0.311	2.41840311462628e-64	5	ODC1	Memory 2
1.69185114055115e-68	-0.651791236850622	0.099	0.241	3.01640139848865e-64	5	UBE2J1	Memory 2
8.21782509083255e-68	-1.01751677200645	0.622	0.721	1.46515603544454e-63	5	HMGN2	Memory 2
9.09225326351878e-68	-0.522801263624347	0.03	0.14	1.62105783435276e-63	5	NEIL1	Memory 2
9.41240503104079e-66	-0.55400052033059	0.227	0.402	1.67813769298426e-61	5	YWHAE	Memory 2
1.11072503122493e-65	-0.791132927370297	0.072	0.196	1.98031165817093e-61	5	PTTG1	Memory 2
1.20692622233693e-65	-1.12020293466709	0.156	0.293	2.1518287618045e-61	5	MIR155HG	Memory 2
3.82927666502837e-64	-0.589643891830248	0.442	0.591	6.82721736607908e-60	5	ANP32B	Memory 2
6.03868425816732e-64	0.556359090379622	0.345	0.189	1.07663701638865e-59	5	ACP5	Memory 2
9.12391351054102e-64	-0.776690797565247	0.487	0.605	1.62670253979436e-59	5	PRDX1	Memory 2
1.74964596624806e-63	-0.440711950919563	0.028	0.137	3.11944379322366e-59	5	PHGDH	Memory 2
2.62532406895377e-63	-0.706865789737379	0.684	0.772	4.68069028253767e-59	5	HMGN1	Memory 2
3.13517933461051e-63	-0.607755639274274	0.324	0.482	5.58971123567707e-59	5	SNRPD1	Memory 2
3.87790426503718e-63	0.446077851863476	0.507	0.339	6.91391551413479e-59	5	TRAF3IP3	Memory 2
1.4365088786241e-62	-0.594872714351876	0.93	0.943	2.56115167969892e-58	5	YBX1	Memory 2
9.66505531118378e-61	-0.561623133781156	0.563	0.686	1.72318271143096e-56	5	SRSF3	Memory 2
1.34953968838499e-60	-0.54765599260791	0.5	0.663	2.4060943104216e-56	5	TCL1A	Memory 2
1.97858288118044e-60	-0.506770396951322	0.035	0.141	3.52761541885661e-56	5	PSAT1	Memory 2
7.71485619204841e-60	0.461315147280273	0.579	0.43	1.37548171048031e-55	5	COTL1	Memory 2
3.19030210832828e-59	-0.667181129676607	0.67	0.752	5.6879896289385e-55	5	RAN	Memory 2
4.56567663344887e-59	0.411638800747532	0.632	0.487	8.140144869776e-55	5	FXYD5	Memory 2
6.98026240622059e-59	-0.57512177120858	0.101	0.237	1.24451098440507e-54	5	CKS2	Memory 2
1.96344634703006e-58	-0.76717758162824	0.239	0.399	3.50062849211989e-54	5	EIF5A	Memory 2
2.20473848126521e-58	-0.582791425684454	0.14	0.287	3.93082823824774e-54	5	SRM	Memory 2
4.8281065914724e-58	-0.514882030684444	0.271	0.439	8.60803124193615e-54	5	SLIRP	Memory 2
7.59374878640138e-58	-0.55680789840121	0.232	0.393	1.3538894711275e-53	5	NHP2	Memory 2
6.87349115302057e-57	-0.573972276513233	0.248	0.406	1.22547473767204e-52	5	BASP1	Memory 2
1.11661351534581e-56	-0.313195950654939	0.015	0.107	1.99081023651004e-52	5	SEMA4A	Memory 2
1.54484466585674e-56	-0.369130375986697	0.022	0.116	2.75430355475599e-52	5	AC023590.1	Memory 2
5.64491391175019e-56	0.45643894039279	0.336	0.204	1.00643170132594e-51	5	MGST3	Memory 2
1.50060617203814e-55	-0.556547479231314	0.365	0.52	2.67543074412679e-51	5	PA2G4	Memory 2
3.36627879647185e-54	-0.891562168969994	0.072	0.187	6.00173846622966e-50	5	XBP1	Memory 2
6.04531666734757e-54	-0.473083687872081	0.554	0.684	1.0778195086214e-49	5	HNRNPA3	Memory 2
6.75645760046334e-54	-0.493890611913652	0.197	0.357	1.20460882558661e-49	5	TIMM13	Memory 2
1.0928604413293e-53	0.433926153551957	0.227	0.112	1.94846088084602e-49	5	FCGR2B	Memory 2
1.5025047628498e-53	0.386285350837698	0.173	0.072	2.6788157416849e-49	5	TIMP1	Memory 2
3.36856539011074e-53	-0.782619484902944	0.61	0.7	6.00581523402844e-49	5	H2AFZ	Memory 2
5.88419346070493e-53	-0.670427109109718	0.462	0.595	1.04909285210908e-48	5	MARCKSL1	Memory 2
6.01185756025928e-53	-0.515144980348987	0.53	0.652	1.07185408441863e-48	5	SNRPG	Memory 2
8.29974393279296e-53	0.462436773759392	0.404	0.261	1.47976134577766e-48	5	GPR183	Memory 2
3.45599822792852e-52	-0.335926152172609	0.019	0.105	6.16169924057375e-48	5	MYBL2	Memory 2
6.12838250960382e-52	-0.509674874978758	0.486	0.614	1.09262931763726e-47	5	POMP	Memory 2
8.65216823413937e-52	0.341682796181737	0.84	0.76	1.54259507446471e-47	5	MYL12A	Memory 2
8.8453747043463e-52	0.350594004138153	0.655	0.505	1.5770418560379e-47	5	BANK1	Memory 2
2.82348269351387e-51	0.365089349005034	0.779	0.672	5.03398729426588e-47	5	TAGLN2	Memory 2
3.20121102969273e-51	-0.652125644890462	0.208	0.347	5.70743914483917e-47	5	LRMP	Memory 2
4.2036940090575e-51	0.316285518004331	0.882	0.812	7.49476604874862e-47	5	NOP53	Memory 2
5.05111887257489e-51	-0.478579199568619	0.457	0.601	9.00563983791378e-47	5	SRSF2	Memory 2
7.16527129695366e-51	-0.466925396742951	0.302	0.465	1.27749621953387e-46	5	SFPQ	Memory 2
2.94106540751859e-50	0.422006996570006	0.255	0.142	5.2436255150649e-46	5	ALOX5	Memory 2
3.87304884896714e-50	-0.479219280799502	0.107	0.24	6.90525879282352e-46	5	MTHFD2	Memory 2
7.13474555334101e-50	-0.481436674843267	0.297	0.449	1.27205378470517e-45	5	PPA1	Memory 2
1.28442901364976e-49	-0.713058932640955	0.647	0.719	2.29000848843617e-45	5	ENO1	Memory 2
1.44937491498895e-49	-0.579163043852964	0.182	0.324	2.5840905359338e-45	5	DDX21	Memory 2
2.29026222668764e-49	-0.457506550119733	0.672	0.764	4.08330852396139e-45	5	PSMA7	Memory 2
2.40587333234216e-49	-0.455048488202995	0.427	0.566	4.28943156423284e-45	5	ATP5PF	Memory 2
5.28481244791272e-49	-0.447815621816107	0.476	0.611	9.42229211338359e-45	5	PSMB3	Memory 2
1.94093243653142e-48	-0.489149849624738	0.318	0.471	3.46048844109187e-44	5	PRMT1	Memory 2
3.27256932829531e-48	-0.462134706842071	0.272	0.424	5.8346638554177e-44	5	DDX39A	Memory 2
3.67203323583893e-48	-0.453328037512418	0.206	0.353	6.54686805617723e-44	5	H2AFY	Memory 2
8.60646990516479e-48	-0.361415103292956	0.03	0.12	1.53444751939183e-43	5	GMDS	Memory 2
9.67785539798738e-48	0.490478083833513	0.43	0.297	1.72546483890717e-43	5	CD27	Memory 2
1.65995594853937e-47	-0.418695766092325	0.11	0.245	2.95953546065085e-43	5	HNRNPAB	Memory 2
2.78062299289597e-47	-0.466206736875658	0.525	0.646	4.95757273403423e-43	5	ERH	Memory 2
3.68893511870357e-47	0.332346222572638	0.119	0.042	6.5770024231366e-43	5	HCK	Memory 2
5.3218905985945e-47	-0.427178141415044	0.183	0.331	9.48839874823413e-43	5	IMP4	Memory 2
1.71895201572352e-46	0.410292985811288	0.418	0.291	3.06471954883346e-42	5	PDLIM1	Memory 2
3.16681255264261e-46	-0.519720007557315	0.282	0.424	5.64611010010651e-42	5	METAP2	Memory 2
5.09299179952259e-46	-0.338139937693925	0.05	0.16	9.08029507936882e-42	5	PAICS	Memory 2
6.20857883285905e-46	0.399809890390212	0.431	0.296	1.10692752011044e-41	5	ZFP36L2	Memory 2
9.52440378738377e-46	-0.488634540858491	0.453	0.577	1.69810595125265e-41	5	SNRPE	Memory 2
2.14287770188535e-45	0.395604670404785	0.142	0.054	3.82053665469139e-41	5	PPP1R14A	Memory 2
2.67490138357139e-45	-0.510481278096235	0.203	0.338	4.76908167676943e-41	5	GRHPR	Memory 2
3.470693771333e-45	-0.480776910044343	0.329	0.475	6.1878999249096e-41	5	CYCS	Memory 2
5.47902519899456e-45	-0.396904963929332	0.086	0.204	9.7685540272874e-41	5	EBNA1BP2	Memory 2
5.72050412369333e-45	-0.469950444292587	0.236	0.382	1.01990868021328e-40	5	LCP1	Memory 2
6.47380331143775e-45	-0.561999159247878	0.054	0.157	1.15421439239624e-40	5	DUSP2	Memory 2
7.25779884416139e-45	0.511933175976604	0.181	0.091	1.29399295592553e-40	5	KLK1	Memory 2
1.03650603970317e-44	0.396933177532464	0.178	0.087	1.84798661818678e-40	5	ANXA4	Memory 2
1.4299487549978e-44	-0.430301198706316	0.126	0.257	2.54945563528559e-40	5	GARS	Memory 2
1.7640084465629e-44	-0.398279327919627	0.089	0.214	3.14505065937699e-40	5	GNL3	Memory 2
3.11314015556712e-44	0.352305105083049	0.828	0.748	5.55041758336061e-40	5	HLA-C	Memory 2
4.07893354071504e-44	-0.460124215129122	0.525	0.639	7.27233060974084e-40	5	PSMA4	Memory 2
1.23841610165454e-43	0.450307746520437	0.222	0.123	2.20797206763987e-39	5	CD24	Memory 2
1.95803319080411e-43	-0.49742838498497	0.266	0.408	3.49097737588464e-39	5	RPL22L1	Memory 2
4.65021458889836e-43	-0.418040713480664	0.166	0.308	8.29086759054688e-39	5	NOP58	Memory 2
5.35266866056424e-43	-0.631561466947114	0.163	0.283	9.54327295491998e-39	5	HSPA5	Memory 2
6.57917327713829e-43	-0.431951893198667	0.447	0.573	1.17300080358099e-38	5	UQCRQ	Memory 2
9.84645032427836e-43	-0.350630397889371	0.058	0.161	1.75552362831559e-38	5	GAR1	Memory 2
9.94171647845765e-43	-0.505630167254177	0.057	0.153	1.77250863094421e-38	5	BIK	Memory 2
1.01786629372541e-42	-0.372898971538535	0.101	0.224	1.81475381508303e-38	5	MRPL12	Memory 2
1.23219512566106e-42	-1.43884432732575	0.218	0.307	2.1968806895411e-38	5	HMGB2	Memory 2
1.81661363468854e-42	-0.412485572478995	0.544	0.662	3.23884044928619e-38	5	PSMB1	Memory 2
2.16512961489659e-42	-0.441667594828576	0.293	0.435	3.86020959039913e-38	5	CCT2	Memory 2
2.24103212879357e-42	-0.439224992789326	0.254	0.396	3.99553618242606e-38	5	CCT5	Memory 2
4.30195813609403e-42	-0.494716918490453	0.522	0.643	7.66996116084205e-38	5	SET	Memory 2
6.73217073719235e-42	-0.565768063662162	0.447	0.565	1.20027872073402e-37	5	NCL	Memory 2
1.09671516708213e-41	-0.441874695555317	0.309	0.452	1.95533347139074e-37	5	C1QBP	Memory 2
2.30796611664193e-41	0.367036606169121	0.339	0.205	4.11487278936089e-37	5	PLAC8	Memory 2
3.21861912811297e-41	-0.44019788947201	0.31	0.449	5.73847604351262e-37	5	CCT6A	Memory 2
3.27773108956913e-41	-0.410452970966419	0.527	0.646	5.84386675959281e-37	5	ATP5MF	Memory 2
3.30428128580483e-41	-0.410965164594659	0.17	0.309	5.89120310446143e-37	5	ATP1B3	Memory 2
3.83815655414194e-41	-0.410864040097239	0.106	0.224	6.84304932037966e-37	5	NANS	Memory 2
6.50477644726879e-41	-0.430030760386385	0.089	0.198	1.15973659278355e-36	5	DNMT1	Memory 2
6.65158088386384e-41	-0.351435979153989	0.051	0.147	1.18591035578408e-36	5	NOP16	Memory 2
1.32737969917317e-40	-0.396925587506071	0.521	0.647	2.36658526565585e-36	5	HNRNPM	Memory 2
1.69494064237403e-40	-0.41204265661205	0.666	0.748	3.02190967128866e-36	5	CHCHD2	Memory 2
1.90236819646688e-40	-0.371381283653355	0.15	0.288	3.39173225748081e-36	5	PSMD14	Memory 2
2.90468642768687e-40	-0.637231798510368	0.05	0.135	5.17876543192292e-36	5	MYC	Memory 2
4.96652473468426e-40	-0.359670087125996	0.071	0.177	8.85481694946858e-36	5	ASNS	Memory 2
5.97568079098193e-40	-0.435258101791882	0.212	0.353	1.06540412822417e-35	5	ABRACL	Memory 2
6.64990906494614e-40	-0.41632284805029	0.291	0.436	1.18561228718925e-35	5	DNAJA1	Memory 2
2.97219370068928e-39	-0.409761455049344	0.157	0.285	5.29912414895891e-35	5	WARS	Memory 2
3.81369185073381e-39	-0.388373587947895	0.439	0.577	6.79943120067331e-35	5	RBM8A	Memory 2
3.98154717897712e-39	-0.434482435236691	0.469	0.585	7.0987004653983e-35	5	LDHB	Memory 2
4.17039875498313e-39	-0.374912186854773	0.085	0.193	7.43540394025942e-35	5	GPATCH4	Memory 2
5.46175591462336e-39	0.338384914615055	0.153	0.072	9.737764620182e-35	5	CAPN2	Memory 2
5.49647719703375e-39	-0.301707639232146	0.035	0.12	9.79966919459148e-35	5	LMNB1	Memory 2
7.28852698686759e-39	-0.369860279680842	0.138	0.271	1.29947147648862e-34	5	SYNCRIP	Memory 2
1.04878086296175e-38	-0.367021050453376	0.079	0.185	1.86987140057451e-34	5	LCK	Memory 2
2.04099208588167e-38	-0.360280804503101	0.385	0.53	3.63888478991843e-34	5	SELENOT	Memory 2
2.53730902442726e-38	-0.372939778902147	0.119	0.242	4.52376825965136e-34	5	NIFK	Memory 2
3.09435444513647e-38	-0.383419974320538	0.371	0.504	5.51692454023382e-34	5	COX5A	Memory 2
3.53658747298253e-38	-0.355556167005846	0.067	0.17	6.30538180558056e-34	5	NFKB1	Memory 2
3.87895452207238e-38	-0.403274751344352	0.32	0.455	6.91578801740284e-34	5	SEM1	Memory 2
4.33712588679409e-38	-0.435702614462337	0.425	0.54	7.73266174356518e-34	5	SRSF9	Memory 2
1.24116947381666e-37	0.374850732412382	0.44	0.34	2.21288105486772e-33	5	CAST	Memory 2
1.24539299680943e-37	-0.372493907471586	0.263	0.406	2.22041117401154e-33	5	PSMA3	Memory 2
1.81269366719981e-37	0.341827516976371	0.601	0.498	3.23185153925054e-33	5	TSC22D3	Memory 2
2.15861918532663e-37	0.363649576517869	0.323	0.206	3.84860214551885e-33	5	LBH	Memory 2
2.25516521743745e-37	-0.398121249920624	0.312	0.451	4.02073406616924e-33	5	ATP5MC1	Memory 2
2.69702130071822e-37	-0.370635526451127	0.111	0.23	4.80851927705051e-33	5	SIAH2	Memory 2
2.78319212740098e-37	-0.444967112355908	0.122	0.238	4.9621532439432e-33	5	IL4R	Memory 2
2.83375460199174e-37	-0.481728150910896	0.915	0.93	5.05230107989108e-33	5	NPM1	Memory 2
3.2522649177636e-37	-0.457928541689052	0.102	0.207	5.79846312188073e-33	5	HMCES	Memory 2
6.89394564693085e-37	-0.424875646183989	0.305	0.441	1.2291215693913e-32	5	EIF5B	Memory 2
7.2246582873585e-37	-0.347116026086085	0.268	0.411	1.28808432605315e-32	5	PSMB2	Memory 2
1.45996942677609e-36	0.365478290589481	0.384	0.28	2.60297949099909e-32	5	ACAP1	Memory 2
1.5477422579555e-36	-0.3094105111528	0.029	0.104	2.75946967170885e-32	5	CENPM	Memory 2
1.58121321743146e-36	-0.381838511421305	0.278	0.418	2.81914504535855e-32	5	HNRNPR	Memory 2
1.95989690322892e-36	-0.362405652227281	0.233	0.374	3.49430018876685e-32	5	EWSR1	Memory 2
2.0555593415099e-36	0.316108433340922	0.704	0.616	3.664856749978e-32	5	IFI16	Memory 2
2.35449046534054e-36	0.367821036366821	0.414	0.3	4.19782105065565e-32	5	ARHGAP24	Memory 2
2.54921251405222e-36	-0.438679860267858	0.192	0.314	4.54499099130371e-32	5	CALR	Memory 2
2.79971539623285e-36	-0.634155449700214	0.293	0.41	4.99161257994355e-32	5	FABP5	Memory 2
2.82842757533892e-36	-0.386374369316314	0.27	0.41	5.04280352407176e-32	5	BZW1	Memory 2
4.48604441314274e-36	-0.330783320226497	0.069	0.168	7.99816858419219e-32	5	MRTO4	Memory 2
4.63813709999956e-36	-0.413274069585494	0.407	0.536	8.26933463558922e-32	5	SRSF7	Memory 2
6.44653280493572e-36	-0.39962535549104	0.287	0.429	1.14935233379199e-31	5	TMEM123	Memory 2
8.60758303018893e-36	-0.393112311498799	0.106	0.212	1.53464597845238e-31	5	EAF2	Memory 2
1.01993607825686e-35	0.363695767385378	0.393	0.273	1.81844403392416e-31	5	IFITM2	Memory 2
1.03732412785422e-35	-0.499956937465957	0.21	0.333	1.84944518755128e-31	5	SLC3A2	Memory 2
1.04864229387142e-35	-0.337875168444651	0.07	0.173	1.86962434574336e-31	5	SEL1L3	Memory 2
1.35178290468957e-35	-0.355299791021591	0.406	0.538	2.41009374077104e-31	5	GHITM	Memory 2
1.79446288945777e-35	-0.406992856298554	0.48	0.59	3.19934788561427e-31	5	ATP5MC3	Memory 2
1.96975270441455e-35	-0.34100311155069	0.072	0.17	3.5118720967007e-31	5	DEF8	Memory 2
2.09727862555909e-35	-0.365250560372445	0.611	0.705	3.7392380615093e-31	5	ELOB	Memory 2
2.55389296110481e-35	-0.423694551948124	0.035	0.113	4.55333576035377e-31	5	VPREB3	Memory 2
2.68012847547204e-35	-0.344190188378903	0.187	0.322	4.7784010589191e-31	5	NDUFAF3	Memory 2
4.14868076217458e-35	0.312203298170533	0.592	0.487	7.39668293088105e-31	5	ANKRD12	Memory 2
4.85269467492404e-35	0.335794732468751	0.618	0.51	8.65186933592207e-31	5	LSP1	Memory 2
6.09867111692658e-35	-0.423675376997977	0.451	0.559	1.08733207343684e-30	5	SEC61G	Memory 2
6.10775497623304e-35	-0.332265156425519	0.137	0.266	1.08895163471259e-30	5	AK6	Memory 2
1.98406446626335e-34	-0.324846104996389	0.063	0.156	3.53738853690093e-30	5	PPAN	Memory 2
2.59212906434792e-34	-0.350687963836539	0.125	0.239	4.6215069088259e-30	5	CDK4	Memory 2
3.36084631998184e-34	-0.395272592200216	0.396	0.52	5.99205290389562e-30	5	SSBP1	Memory 2
3.50966085405673e-34	0.32849730883336	0.16	0.087	6.25737433669774e-30	5	ITGB7	Memory 2
5.91585713404628e-34	-0.37354863796519	0.461	0.579	1.05473816842911e-29	5	PARK7	Memory 2
7.63052218552279e-34	-0.371480520163955	0.642	0.727	1.36044580045686e-29	5	COX6C	Memory 2
1.21320026159537e-33	-0.332453531387402	0.122	0.241	2.16301474639839e-29	5	BUD23	Memory 2
1.40535639108866e-33	0.310009570345188	0.149	0.069	2.50560990967198e-29	5	MYO1F	Memory 2
1.58282962283102e-33	-0.517974295638517	0.678	0.739	2.82202693454543e-29	5	HSPA8	Memory 2
1.76307509502762e-33	-0.496304592987904	0.542	0.64	3.14338658692474e-29	5	HERPUD1	Memory 2
2.96952317815948e-33	-0.327309280758119	0.097	0.206	5.29436287434054e-29	5	TOMM40	Memory 2
3.01391217737798e-33	-0.362424807147372	0.072	0.165	5.3735040210472e-29	5	SUSD3	Memory 2
3.26564747396628e-33	-0.359777698212287	0.596	0.689	5.82232288133449e-29	5	COX6A1	Memory 2
3.46407717706369e-33	-0.369132502830673	0.335	0.463	6.17610319898685e-29	5	LSM5	Memory 2
4.2931956987642e-33	-0.385196805175991	0.229	0.356	7.65433861132669e-29	5	PDIA6	Memory 2
5.62680982766581e-33	-0.329811349955457	0.142	0.259	1.00320392417454e-28	5	RRP7A	Memory 2
5.63650428111949e-33	-0.41748767980137	0.154	0.269	1.00493234828079e-28	5	CD22	Memory 2
5.68491187623401e-33	-0.382292496234475	0.305	0.434	1.01356293841376e-28	5	CCT4	Memory 2
9.47435658306793e-33	0.369168447953051	0.407	0.314	1.68918303519518e-28	5	FCRLA	Memory 2
1.46507685443529e-32	-0.3609365995503	0.263	0.397	2.61208552377268e-28	5	ARPC5L	Memory 2
1.8817070741644e-32	-0.32906296662456	0.067	0.161	3.35489554252772e-28	5	NOLC1	Memory 2
2.5626998539545e-32	-0.339186034191741	0.183	0.311	4.56903756961547e-28	5	PSMD11	Memory 2
2.81710783888771e-32	-0.328510831833159	0.175	0.299	5.02262156595291e-28	5	SSRP1	Memory 2
2.94521309878572e-32	-0.404451499447596	0.283	0.403	5.25102043382505e-28	5	NUCKS1	Memory 2
3.29172916431117e-32	-0.369790203073025	0.148	0.271	5.86882392705038e-28	5	FAM3C	Memory 2
3.63153438750412e-32	-0.381281338490469	0.515	0.621	6.47466265948109e-28	5	SERBP1	Memory 2
3.9823587645733e-32	-0.327954036981009	0.395	0.525	7.10014744135773e-28	5	PSMB6	Memory 2
4.07145501980001e-32	-0.4351813444562	0.139	0.248	7.25899715480144e-28	5	KPNA2	Memory 2
4.08560546608693e-32	-0.341444563469133	0.269	0.402	7.28422598548639e-28	5	NDUFAB1	Memory 2
4.14404633091845e-32	0.331658720370674	0.188	0.116	7.3884202033945e-28	5	PYCARD	Memory 2
4.99352370327366e-32	-0.316886026754314	0.069	0.167	8.9029534105666e-28	5	LYPLAL1	Memory 2
6.96664195012158e-32	-0.372138122328272	0.337	0.457	1.24208259328718e-27	5	MRPL51	Memory 2
8.56691505237063e-32	-0.334626806574547	0.043	0.122	1.52739528468716e-27	5	UBE2S	Memory 2
1.28179360674869e-31	-0.344707018084675	0.501	0.614	2.28530982147223e-27	5	POLR2L	Memory 2
2.23927181408409e-31	-0.323881055363584	0.157	0.281	3.99239771733052e-27	5	NDUFAF8	Memory 2
2.95549478724499e-31	-0.618485074022443	0.5	0.581	5.26935165617909e-27	5	TUBB	Memory 2
4.1142800011274e-31	-0.330691542833799	0.087	0.187	7.33534981401004e-27	5	CMSS1	Memory 2
5.54600145308822e-31	-0.386374575477947	0.244	0.368	9.88796599071099e-27	5	HSPA9	Memory 2
6.01606188179547e-31	0.354331972994023	0.295	0.201	1.07260367290532e-26	5	PRKCB	Memory 2
8.28284491706954e-31	-0.321299872430282	0.226	0.355	1.47674842026433e-26	5	CYC1	Memory 2
9.51983611556419e-31	0.337189163543532	0.424	0.327	1.69729158104394e-26	5	RIPOR2	Memory 2
1.0367072842395e-30	-0.347241344541868	0.361	0.481	1.8483454170706e-26	5	PRELID1	Memory 2
1.95525784531081e-30	-0.316334647699131	0.104	0.209	3.48602921240465e-26	5	UBALD2	Memory 2
1.99667293100078e-30	-0.361749515878157	0.474	0.591	3.55986816868129e-26	5	EIF2S2	Memory 2
2.03718060880292e-30	-0.329084690822622	0.37	0.496	3.63208930743473e-26	5	CCT8	Memory 2
2.58964932357447e-30	0.31525692111603	0.461	0.347	4.61708577900092e-26	5	TXNIP	Memory 2
3.00242755555831e-30	-0.4786818722935	0.832	0.852	5.35302808880491e-26	5	ATP5MG	Memory 2
4.73056801679557e-30	-0.459900911781864	0.096	0.176	8.43412971714482e-26	5	TNFRSF18	Memory 2
5.51118416425505e-30	-0.412583178510387	0.515	0.615	9.82589024645032e-26	5	SYNGR2	Memory 2
6.50974148096931e-30	0.340441947157316	0.531	0.441	1.16062180864202e-25	5	KLF6	Memory 2
7.99902607445131e-30	-0.538700006291698	0.311	0.414	1.42614635881392e-25	5	TXN	Memory 2
9.58938437527215e-30	-0.314966112937147	0.265	0.394	1.70969134026727e-25	5	NDUFS6	Memory 2
9.59989047103818e-30	0.343847198270103	0.569	0.48	1.7115644720814e-25	5	NEAT1	Memory 2
1.13535453448487e-29	-0.365779935336151	0.641	0.711	2.02422359953308e-25	5	NDUFA4	Memory 2
1.1593137386947e-29	0.315311005126159	0.54	0.451	2.06694046471877e-25	5	JUNB	Memory 2
1.1907493058731e-29	-0.321221688210511	0.493	0.606	2.12298693744115e-25	5	PSMA2	Memory 2
1.46309635046311e-29	-0.34939406314737	0.564	0.657	2.60855448324067e-25	5	UBE2D3	Memory 2
1.67634252680436e-29	-0.326906597285429	0.396	0.516	2.9887510910395e-25	5	PSMD8	Memory 2
2.11531149035741e-29	-0.38075785417689	0.506	0.602	3.77138885615822e-25	5	SEC61B	Memory 2
3.29441321906123e-29	-0.31533810213243	0.104	0.206	5.87360932826426e-25	5	RELB	Memory 2
3.3393487171623e-29	-0.344993539416654	0.241	0.37	5.95372482782867e-25	5	EIF3J	Memory 2
3.70852413298124e-29	-0.304423647625348	0.12	0.229	6.61192767669225e-25	5	HSPH1	Memory 2
3.71396963197124e-29	-0.331314578766346	0.374	0.496	6.62163645684152e-25	5	CCT3	Memory 2
3.88370237935669e-29	-0.328509787193517	0.329	0.451	6.92425297215505e-25	5	PGAM1	Memory 2
4.03667351353548e-29	-0.341790299620308	0.303	0.426	7.19698520728241e-25	5	HNRNPD	Memory 2
