feature	group	avgExpr	logFC	statistic	auc	pval	padj	pct_in	pct_out
NRF1-regulon	B EIF5A	0.0277209626883117	0.00104441328261449	53001035	0.538061143668251	8.09745722297972e-10	1.32165393754382e-09	100	99.9651891390114
PAX5-regulon	B EIF5A	0.0953657775376852	-0.0051619559755333	41592870	0.422246607083142	4.01198268762025e-36	1.21213093966399e-35	100	100
POU2F1-regulon	B EIF5A	0.0058186165643322	0.00098843196000863	52177427	0.529699958600557	1.2319479568126e-12	2.33248813156519e-12	24.0157480314961	18.045950336505
POU6F1-regulon	B EIF5A	0.0273390783755196	-0.00385738278921623	45898623.5	0.465958180877193	1.99733807869994e-08	3.01725539548289e-08	59.8862642169729	65.6440009282896
REL-regulon	B EIF5A	0.262160022395524	-0.00163429380197327	48731890.5	0.494721220737405	0.394222167605431	0.41775781940277	100	100
RELA-regulon	B EIF5A	0.0919078515234028	-0.000164918583868426	48768123.5	0.495089054486662	0.428000591884298	0.450193215167188	100	100
RELB-regulon	B EIF5A	0.100125642407282	-0.00532637410012937	40540803.5	0.41156613444322	3.22038716921757e-46	1.14323744507224e-45	100	100
REST-regulon	B EIF5A	0.213889838404005	-0.00497949597963646	40415939	0.410298522675383	1.67686266088571e-47	6.26617099594136e-47	100	100
RFX5-regulon	B EIF5A	0.0562797355565817	-0.00954985142143264	34398736.5	0.349212491830259	7.98798096528382e-131	8.72533305438694e-130	100	100
RXRA-regulon	B EIF5A	0.016962445221413	0.00256134457292306	53320958.5	0.541308974664312	8.80707136299535e-12	1.60333863275044e-11	69.4663167104112	63.9870039452309
SETDB1-regulon	B EIF5A	0.0594907067007116	-0.000238853426858733	49254394	0.500025623392574	0.996700748593361	0.996700748593361	92.3884514435696	95.1937804595034
SOX5-regulon	B EIF5A	0.0118915465958711	0.004305131532586	54224006.5	0.550476626572758	7.63788358182686e-29	2.00848049744336e-28	31.6272965879265	22.0097470410768
SP1-regulon	B EIF5A	0.0181143807500735	0.00539215889006672	57759285.5	0.586366421214057	4.18397011371074e-47	1.52339424653058e-46	70.3412073490814	59.264330471107
SP2-regulon	B EIF5A	0.0277983157096507	-0.000465281800028503	47761630	0.484871234330798	0.0146159771944897	0.0175887183187927	100	100
SP3-regulon	B EIF5A	0.0296165572923499	0.0014180994959555	53574962.5	0.543887597567361	1.40674980833534e-12	2.62840095767919e-12	100	100
SP4-regulon	B EIF5A	0.0109735081871126	0.00245949068953154	52490201	0.532875208596141	3.57958671400193e-11	6.35376641735342e-11	34.7331583552056	28.7119981434207
SPI1-regulon	B EIF5A	0.395361686213455	-0.0244110996079357	29456529.5	0.299039706512666	8.91407048639531e-231	4.21932669689378e-229	100	100
SPIB-regulon	B EIF5A	0.54360217005885	-0.0219551286473042	33412072	0.33919597367572	1.66002869670064e-148	2.35724074931491e-147	100	100
SREBF1-regulon	B EIF5A	0.0372939532028227	-0.00382881918494328	43692645.5	0.443563315463961	8.32018391895043e-20	1.84604080701713e-19	94.5319335083115	97.0201902993734
SREBF2-regulon	B EIF5A	0.0944990948881601	-0.00472139872350062	39054942	0.396481818862918	1.15265049847586e-62	5.27988292850231e-62	100	100
SRF-regulon	B EIF5A	0.0231183301147838	0.00247378068888025	55161545.5	0.559994427622748	3.55955859995453e-22	8.15253743860553e-22	98.9063867016623	97.8834996518914
STAT1-regulon	B EIF5A	0.0785666412230692	-0.00126563028088776	46615188.5	0.473232676241532	1.55887057980338e-05	2.12845790703924e-05	100	100
STAT2-regulon	B EIF5A	0.0681057939895882	0.00197072248150459	51534971	0.523177810304462	0.000183391817937078	0.000236742164973319	99.9562554680665	99.9628684149455
STAT5A-regulon	B EIF5A	0.0745104412722433	0.00305660162082272	53441008.5	0.542527710115372	6.70048167149167e-12	1.23567324331405e-11	100	100
TBP-regulon	B EIF5A	0.0639999140864883	0.0453851076720392	80243141.5	0.81462025198231	0	0	88.1014873140857	47.8579716871664
TCF12-regulon	B EIF5A	0.0114629884274931	0.00254762189572501	51246906.5	0.520253408652301	1.8235742102636e-05	2.4429013005418e-05	28.3902012248469	25.0522162914829
TFDP1-regulon	B EIF5A	0.508380097489148	-0.0208327384821119	38258787.5	0.388399338948958	1.56399277378684e-72	8.54180668760502e-72	100	100
TFDP2-regulon	B EIF5A	0.0270422316812533	-8.52150945480044e-05	50504303	0.512714573071033	0.0401589372226185	0.0463623502895271	100	99.9953585518682
TFEC-regulon	B EIF5A	0.0940809889907786	0.00267416553384214	53288912.5	0.540983646915335	3.72325422309098e-11	6.52718641578913e-11	100	100
THAP1-regulon	B EIF5A	0.0382507813314205	0.00114326489900245	52917087.5	0.537208917143654	1.90793502381519e-09	3.04412104923323e-09	100	100
THAP11-regulon	B EIF5A	0.175761753088677	-0.00286004312257296	43521888	0.441829802604449	6.08184545434812e-21	1.37082865796418e-20	100	100
TP53-regulon	B EIF5A	0.108066947739947	0.0102254016398844	61617135	0.625530918927545	2.87132892932012e-91	1.94156527601646e-90	100	100
USF2-regulon	B EIF5A	0.120859351169776	-0.00466170629775849	40190536.5	0.40801025930589	7.27612683659699e-50	2.95202860227649e-49	100	100
XBP1-regulon	B EIF5A	0.18279372915476	-0.0131590794697917	34334771.5	0.348563125623453	6.17239904143782e-132	7.30400553236809e-131	100	100
YBX1-regulon	B EIF5A	0.0930438981737781	-0.00225338734059748	44692673.5	0.453715498518127	8.00478142211145e-14	1.57872078047198e-13	100	100
YY1-regulon	B EIF5A	0.614927210739505	-0.0258462301202783	35334527.5	0.358712547361146	4.22688458311727e-115	3.75136006751657e-114	100	100
YY2-regulon	B EIF5A	0.0527885915509142	0.00188131337715656	50722064	0.514925260705837	0.0159553426616987	0.0190391483862287	89.8075240594926	90.5685773961476
ZBTB33-regulon	B EIF5A	0.358980300572642	-0.00720889026332328	43201160	0.438573804405802	3.61547851383747e-23	8.41635981909707e-23	100	100
ZNF143-regulon	B EIF5A	0.0268536454520769	0.00370980614314494	61373174	0.623054251544155	8.89669087654833e-88	5.49273958465157e-87	100	99.9930378278023
ZNF274-regulon	B EIF5A	0.0670056624074452	0.00175241672698287	52737361.5	0.535384356979745	1.12329806742188e-08	1.71514328574093e-08	100	100
ZNF76-regulon	B EIF5A	0.0169065490555792	0.0024740844414755	57945199.5	0.588253801327747	4.88355652529221e-46	1.69137811363779e-45	99.6062992125984	99.4523091204456
ATF1-regulon	B LY9	0.102701708080722	-0.00358036005674849	14004290.5	0.444058776003567	3.24291997582238e-07	5.29304179961814e-07	100	100
ATF3-regulon	B LY9	0.0488824181950674	-0.00217317503798128	15552173.5	0.493140236458613	0.531015290010309	0.558549416158992	100	100
ATF4-regulon	B LY9	0.106801062011555	-0.00198140903356452	15770592.5	0.500066033506019	0.995189606918874	0.998566325283668	100	100
ATF5-regulon	B LY9	0.114664005179128	-0.00382901151308394	14843864	0.47068061598718	0.00741626471487056	0.00957372354101473	100	99.9977613610925
ATF6-regulon	B LY9	0.134217647025864	-0.00223101053220523	17766041.5	0.563339259701773	7.27853285602432e-09	1.29193958194432e-08	100	100
ATF6B-regulon	B LY9	0.0600382989038765	0.00278512086619856	18373790.7460938	0.582610238573389	4.52885151133774e-14	9.45730756779352e-14	100	99.9194089993284
BACH1-regulon	B LY9	0.0598419350358669	0.0168208122343383	22535328.5	0.714567467059348	1.70333602858726e-85	4.83747432118782e-84	100	99.5567494963062
BATF-regulon	B LY9	0.0152140554905628	-0.00414377026148587	14961737.5	0.474418239262936	0.0131398393924507	0.016084975808	47.3087818696884	51.7864338482203
BATF3-regulon	B LY9	0.0683099708976349	-0.0150884027733824	12205815.5	0.387031352359862	5.92218680752682e-25	1.55731579012742e-24	100	100
BCL11A-regulon	B LY9	0.215236117320346	0.0109054624563451	19480616	0.617706301990486	5.9672467126873e-27	1.80287028340765e-26	100	100
BHLHE40-regulon	B LY9	0.0703562279879648	0.0149374618913212	23145553	0.733916933178848	3.0073275798302e-101	2.13520258167944e-99	100	100
BRF2-regulon	B LY9	0.0406474774494405	-0.000980107237846355	15310210	0.4854678723608	0.184467345885802	0.203057078416929	99.7167138810198	99.7291246921872
CEBPB-regulon	B LY9	0.139968445430035	-0.00317294318788722	15304438	0.485284849361164	0.17900039059508	0.198578558316417	100	100
CEBPG-regulon	B LY9	0.0593882090642635	-0.00880959211429685	13002714	0.412300020737533	1.15572362942319e-15	2.52481162120143e-15	100	100
CLOCK-regulon	B LY9	0.0199754363325252	0.00444994534007528	17429381	0.552664170552576	3.08549498403229e-07	5.09465450851844e-07	59.2067988668555	50.9648533691516
CREB1-regulon	B LY9	0.0446100380586315	0.00166474322464401	16834625	0.533805191486069	0.0020204433364789	0.00273240908361909	100	99.9932840832774
CREB3-regulon	B LY9	0.233324727519268	-0.00657762654046978	14446882	0.458092806485838	0.00012965412874725	0.00019178006543864	100	100
CREB3L2-regulon	B LY9	0.12638590639485	-0.000397480815270967	18892331	0.599052510351327	1.4853080583381e-19	3.5748092251527e-19	100	100
CREB3L4-regulon	B LY9	0.012459950444924	0.00138007831152889	16429742	0.520966851021434	0.019905225849577	0.0237524543751255	35.6940509915014	31.2782628162077
CREB5-regulon	B LY9	0.03593733511178	-0.00328813737525351	15262445	0.483953303133904	0.142800665036167	0.162221555481086	99.4334277620397	99.6261473024401
CREM-regulon	B LY9	0.143104869528493	-0.0070036576139498	11550469	0.36625112328305	2.60324220634596e-34	9.99082144057097e-34	100	100
CTCF-regulon	B LY9	0.36206955228623	-0.00890931847570314	12506142.5	0.396554351045216	3.48586115796417e-21	8.53434973156746e-21	100	100
CUX1-regulon	B LY9	0.0745368612676811	-0.00219536162696822	15295160.5	0.484990671280926	0.170467058232787	0.190600962748471	100	100
DDIT3-regulon	B LY9	0.092531316772253	0.00774367247057173	19409158	0.615440456961374	5.50530634745973e-26	1.56350700267856e-25	100	100
E2F1-regulon	B LY9	0.405139320587518	-0.033070142637915	9257328	0.293538451001395	2.68290545687322e-79	5.44246535537139e-78	100	100
E2F2-regulon	B LY9	0.0525081185162547	-0.001435203514261	16253222.5	0.515369635431629	0.160435276494957	0.180808010018126	100	100
E2F3-regulon	B LY9	0.0231010916359227	0.00201717426468389	18028590.5	0.571664364610226	5.96360483377033e-11	1.09978167064336e-10	100	100
E2F4-regulon	B LY9	0.369850368047542	-0.0292624447166676	9976535	0.316343617754626	3.90054657283921e-63	3.95626866673691e-62	100	100
E2F6-regulon	B LY9	0.0591009716952773	-0.0135104552947174	11763898.5	0.373018709440524	4.29839096965804e-31	1.41946864579405e-30	100	100
E2F7-regulon	B LY9	0.032562093879538	0.0020194876123412	18073748.5	0.573096269083128	2.46535755430843e-11	4.73082125286212e-11	100	100
E2F8-regulon	B LY9	0.067797535459356	-0.00710969426915428	12072904	0.382816892655045	1.00054418065684e-26	2.95994320110981e-26	100	100
EGR1-regulon	B LY9	0.0494848027632652	0.00205374866368488	18029787.5	0.571702320003602	5.82685644238445e-11	1.08870212476131e-10	100	100
EGR2-regulon	B LY9	0.0452738234829196	-0.000786319495059987	15863135	0.503000442020204	0.784077129958236	0.812693083606346	100	99.9955227221849
EGR3-regulon	B LY9	0.0420418985365079	0.000579776330972809	16642490	0.52771282765461	0.0113791686861001	0.0141740522230369	100	99.9955227221849
ELF1-regulon	B LY9	0.692754808480787	-0.0145156794206889	12224329.5	0.387618408460914	1.03344776008239e-24	2.66817421694e-24	100	100
ELF2-regulon	B LY9	0.0403836715391173	0.00784974276610189	20149682	0.638921559487865	6.99715987882354e-37	3.20515065417078e-36	100	99.5276471905082
ELF4-regulon	B LY9	0.0219197952122911	0.00352757850992159	18799344.5	0.596104023144863	1.68512672025639e-18	3.79822213137155e-18	99.4334277620397	98.3187821804343
ELK1-regulon	B LY9	0.0643232141892095	-0.00175912719729679	14553498	0.461473468323894	0.000434189063572426	0.000610444029973113	100	100
ELK3-regulon	B LY9	0.0719651066774835	0.00717122688214672	19556652.5	0.620117325606541	5.35404044905845e-28	1.68949720836956e-27	100	100
ELK4-regulon	B LY9	0.0470795040653397	0.00211538372929196	16527450.5	0.52406506702282	0.0279672168174376	0.0330945399006345	97.8753541076487	96.7114394448175
ESRRA-regulon	B LY9	0.0791357039174231	-0.0127991622649816	11509177.5	0.364941820755417	5.94229746797532e-35	2.41087497272141e-34	100	100
ETS1-regulon	B LY9	0.232809954126705	-0.0102891392364237	12966048.5	0.411137402963248	4.84779717385496e-16	1.07560499794907e-15	100	100
ETV2-regulon	B LY9	0.0328461564879497	0.00431120831920522	19706907.5	0.624881726301344	3.96373105850978e-30	1.27920411433725e-29	100	100
ETV3-regulon	B LY9	0.0128610096498295	0.0014545858324131	17001731	0.539103916603408	0.000346265735643484	0.000491697344613747	87.1104815864023	84.3049026192075
ETV5-regulon	B LY9	0.0335286890591028	6.60749290137611e-05	16065721	0.509424194169265	0.389430850600538	0.412680453621466	100	100
ETV6-regulon	B LY9	0.470810220991784	0.0114128978773999	19398557	0.615104312328812	7.62733806739703e-26	2.12369020700074e-25	100	100
ETV7-regulon	B LY9	0.0648811696138257	0.000817814411085693	17186380.5	0.544958924464011	4.02900974499779e-05	6.08637642329454e-05	100	100
FLI1-regulon	B LY9	0.149656728165037	0.00581569836965617	17237412	0.546577070376339	2.10375341435198e-05	3.21218263266647e-05	100	100
FOS-regulon	B LY9	0.0963145056572438	0.0101956134133453	22695874.5	0.71965818266913	1.65162688458171e-89	5.86327544026507e-88	100	100
FOSB-regulon	B LY9	0.0537079256062185	0.0124278065137936	21138033	0.670260950463931	1.61999230597619e-54	1.27799393027011e-53	100	99.3127378553839
FOSL1-regulon	B LY9	0.0532933869210775	-0.00761886069751678	14154401.5	0.448818610636008	2.95291895947797e-06	4.65904991384302e-06	100	100
FOXO1-regulon	B LY9	0.0222287414158795	0.00561918457377148	17940431.5	0.568868951473538	2.73588621201431e-11	5.17994456141376e-11	61.7563739376771	52.1938661293933
FOXO3-regulon	B LY9	0.0234560357467139	0.00377079239050264	16915078.5	0.536356272723295	0.000314365646494648	0.000450908301032727	52.1246458923513	46.6756212222968
GABPA-regulon	B LY9	0.0275002512779848	0.00204412863547071	18018739	0.571351985698078	7.2149509199042e-11	1.31349106490564e-10	100	100
GTF2B-regulon	B LY9	0.0731556557181761	-0.0059945940665089	13185971	0.41811087414093	7.52276873334736e-14	1.54816400019612e-13	100	100
HINFP-regulon	B LY9	0.0183652646263222	0.00216845730608043	16465573.5	0.522103023684546	0.038392803717011	0.0450560175852526	65.1558073654391	63.2034922766958
HIVEP3-regulon	B LY9	0.0819739725585603	0.00435374452891921	17317852	0.549127723545218	7.23959880054229e-06	1.11741633660544e-05	99.8583569405099	99.6910678307589
HOXB2-regulon	B LY9	0.0597920023843358	0.0230478771473103	22055324.5	0.699347132354293	2.29089327258886e-74	3.25306844707618e-73	94.4759206798867	83.5594358629953
IKZF1-regulon	B LY9	0.138714123073008	-0.00523140482042786	11577880	0.367120292278725	6.88654830109788e-34	2.5733943651471e-33	100	100
IRF1-regulon	B LY9	0.145401377178331	0.01011633222352	21714607	0.688543400739829	1.93049851656265e-66	2.28442324459913e-65	100	100
IRF2-regulon	B LY9	0.0951040483151798	0.0102429964954111	20721717	0.657060083673093	1.17353413789962e-46	6.94341031590606e-46	100	100
IRF3-regulon	B LY9	0.151846307502967	0.00650092585017725	20430484.5	0.647825460363725	1.56476056667363e-41	8.22948149880207e-41	100	100
IRF4-regulon	B LY9	0.0552400067885167	-0.0032224814958161	14822039	0.469988572160591	0.00612990183548173	0.0079857436755817	100	99.9955227221849
IRF5-regulon	B LY9	0.0644634193535156	0.0176939613218648	19861031.5	0.629768808213331	1.25226358688282e-32	4.44553573343401e-32	93.4844192634561	80.2731139467204
IRF7-regulon	B LY9	0.115835612817275	0.00812737042918966	20828938	0.660459929314818	1.27428203707562e-48	8.6165737745113e-48	100	100
IRF8-regulon	B LY9	0.077434573187421	-0.00440691817191347	13933608.5	0.441817536977178	1.0758018080254e-07	1.79722184399537e-07	100	100
IRF9-regulon	B LY9	0.0377022988716599	0.00384591590526329	18849743	0.597702097408062	4.55850744999595e-19	1.06116075065479e-18	100	100
JUN-regulon	B LY9	0.0965095963134052	0.00823747897054061	20244426	0.64192577485127	2.03119159999463e-38	9.61430690664125e-38	100	100
JUNB-regulon	B LY9	0.171973117231321	0.0123832967690701	20918472.5	0.663298957859684	2.71087111997638e-50	1.92471849518323e-49	100	100
JUND-regulon	B LY9	0.0441978468921254	0.00583088115692668	20425061	0.647653487869177	1.93629754742134e-41	9.81979470477965e-41	100	100
KLF11-regulon	B LY9	0.065851639879911	0.0446092218014056	24623049.5	0.780766524547976	2.79917950197073e-182	3.97483489279843e-180	82.0113314447592	40.2081934184016
KLF12-regulon	B LY9	0.0505515515926049	0.00355727396638814	17083907.5	0.541709632045133	0.000139485891561528	0.000204195841255021	99.2917847025496	98.5918961271547
KLF13-regulon	B LY9	0.0705395775898452	0.00431460934908026	20790211	0.659231943918607	6.59980600701702e-48	4.25987478634735e-47	100	100
KLF2-regulon	B LY9	0.121228318719712	0.0125756141816202	20749061	0.65792712818142	3.73704732921285e-47	2.30722052499228e-46	100	100
KLF3-regulon	B LY9	0.0926851398629044	0.0209823851390282	21787945	0.690868858249765	4.81405712100931e-68	6.21451010166657e-67	100	99.8612043877323
KLF4-regulon	B LY9	0.0186953608090408	0.00283975257515711	16547993.5	0.524716460210889	0.0157356461042987	0.0189850583081635	52.1246458923513	49.7761361092456
KLF6-regulon	B LY9	0.0850350555383821	0.0159026053758606	21649647	0.686483599274757	4.89077238341096e-65	5.34222829572582e-64	100	100
KLF7-regulon	B LY9	0.0615379838903264	0.0157848404756738	21380542.5	0.677950627548196	2.18994182368416e-59	1.82924552331265e-58	99.7167138810198	97.5218267293486
KLF8-regulon	B LY9	0.0349759777521817	0.0100252355527267	19918400.5	0.631587908432693	1.26984494053044e-33	4.623537988598e-33	92.2096317280453	77.4054175061563
MAFB-regulon	B LY9	0.0574803508966381	0.00172427328968783	16951410	0.537508299769604	0.000613910983155078	0.000854660388313933	100	99.9977613610925
MAFF-regulon	B LY9	0.0156154083362493	0.00327949280301193	16686939.5	0.529122266466521	0.000846784365888873	0.00116741145588563	33.7110481586402	28.4642937094247
MAFG-regulon	B LY9	0.0394213349701077	0.0142354703613184	19851630.5	0.629470714100445	1.36359570750426e-34	5.37862751293347e-34	74.6458923512748	58.3478844862324
MAX-regulon	B LY9	0.201486605323548	0.00387671268334888	18090634	0.573631687458105	1.76426561741672e-11	3.43185914620786e-11	100	100
MAZ-regulon	B LY9	0.129938027234084	-0.00646639579544714	12168814.5	0.38585809629445	1.92981632364288e-25	5.26988303764017e-25	100	100
MEF2A-regulon	B LY9	0.0440037370981556	0.00330077826822682	17870375	0.56664754628053	1.15410676308239e-09	2.07447038427468e-09	100	99.9977613610925
MLX-regulon	B LY9	0.0574792341258559	0.00462574782734605	18286510	0.579842673784651	3.06477289336926e-13	6.12954578673852e-13	100	99.9888068054623
MXD4-regulon	B LY9	0.0664689315693134	-0.0261063842197145	14152857	0.44876963644631	2.84080259993193e-06	4.53251650775657e-06	86.5439093484419	88.6366689053056
MXI1-regulon	B LY9	0.0809277970249861	0.0159463529345525	22162635.5	0.702749831784994	1.53862182367978e-76	2.73105373703161e-75	100	100
MYBL1-regulon	B LY9	0.024211347928036	-0.00576862436290129	15809068	0.501286044147481	0.906136505701988	0.932401331954219	84.8441926345609	79.9843295276472
MYC-regulon	B LY9	0.287886137608992	-0.0274222816324883	12271920	0.389127444508073	4.26754130666697e-24	1.08212654561913e-23	100	100
NFATC1-regulon	B LY9	0.0419662883614995	-0.00868670930785328	14175883.5	0.449499778355723	3.98466786419813e-06	6.21783337050698e-06	93.7677053824363	94.8444145959257
NFE2L1-regulon	B LY9	0.158270259248782	-0.0247824709248002	13787074	0.437171108747751	9.59371007968311e-09	1.66134979428659e-08	100	99.9350794716812
NFE2L2-regulon	B LY9	0.107043403599118	-0.00389776995198539	15245482	0.483415427329532	0.129883471142663	0.148737523405308	100	100
NFKB1-regulon	B LY9	0.0482209390804344	-0.00858137419034707	13798368	0.437529227555425	1.16305544483112e-08	1.98980570079542e-08	100	99.9306021938661
NFKB2-regulon	B LY9	0.0716604738596836	-0.00174324198363757	15471177	0.490571937361235	0.389236252469384	0.412680453621466	100	100
NFYA-regulon	B LY9	0.0240164383042496	0.0031165218221883	18405557.5	0.583617523152156	2.23628646839572e-14	4.73959221659989e-14	99.8583569405099	99.0038056861428
NFYB-regulon	B LY9	0.0960069199428106	-0.0128174012516817	10056001	0.318863386585036	1.82704975445711e-61	1.62150665708068e-60	100	100
NFYC-regulon	B LY9	0.0784537811257311	-0.00516126110024694	12667600.5	0.401673985049951	2.7203702552204e-19	6.4382096040216e-19	100	100
NR1H3-regulon	B LY9	0.0135235967910218	0.00506806192993417	17158537.5	0.544076057281252	2.97496975798687e-08	5.02911554326352e-08	29.8866855524079	21.9811954331766
NR2C2-regulon	B LY9	0.025880181419748	0.00415871796069785	17749884	0.562826925308732	7.56999215992878e-09	1.32708504532085e-08	83.1444759206799	75.8652339377658
NR3C1-regulon	B LY9	0.228884570868929	0.0034608322102665	17018565.5	0.539637717831298	0.000294764784603758	0.000427108157282996	100	100
NRF1-regulon	B LY9	0.0253682005187395	-0.00138247521510297	14934859.5	0.473565971039749	0.0157763160588965	0.0189850583081635	100	99.9664204163868
PAX5-regulon	B LY9	0.0991539155588365	-0.00113136628918666	14904161.5	0.472592575328931	0.0123165215575055	0.0152082266188329	100	100
POU2F1-regulon	B LY9	0.00536587919107498	0.000493577839889243	16387211.5	0.519618261332237	0.00794685373443063	0.0101662453179203	22.2379603399433	18.2852025968211
POU6F1-regulon	B LY9	0.0330699883487345	0.00210054055422592	16458351.5	0.521874022973635	0.0413012007375378	0.0480718893830358	67.2804532577904	65.3234833221401
REL-regulon	B LY9	0.256830237585625	-0.00699050896487607	13230497.5	0.419522754527853	1.98992881480518e-13	4.03671273860479e-13	100	100
RELA-regulon	B LY9	0.0966544454257976	0.00466252749353435	19513610.5	0.618752516883333	2.10850175821715e-27	6.50885325362686e-27	100	100
RELB-regulon	B LY9	0.0975715372900946	-0.00773244982699933	11034156.5	0.349879490833313	8.90141807522195e-43	4.86154371800584e-42	100	100
REST-regulon	B LY9	0.223656066877849	0.00511721292739156	19045370.5	0.603905204106158	2.33268586053855e-21	5.81125249467498e-21	100	100
RFX5-regulon	B LY9	0.062659109453694	-0.00273186988569875	15400530.5	0.488331823996053	0.286614227422774	0.313070925338722	100	100
RXRA-regulon	B LY9	0.0133681762576946	-0.00118032708418239	15435057.5	0.489426632573401	0.322948874197244	0.350066718595486	64.3059490084986	64.2623684799642
SETDB1-regulon	B LY9	0.0598804651214988	0.000165513408065754	15975565	0.506565458626084	0.548761471316347	0.572971536227362	94.6175637393768	95.0593239310499
SOX5-regulon	B LY9	0.01007459150816	0.00230718521780054	16525146	0.52399199417066	0.00272501778244646	0.00361637873932148	26.7705382436261	22.4266845757779
SP1-regulon	B LY9	0.0158687907031102	0.00292035443478778	17426516.5	0.552573340791235	6.87409443446114e-07	1.10922887465168e-06	67.4220963172804	59.7022610252966
SP2-regulon	B LY9	0.0285792875727116	0.000344490407320888	16090380	0.51020610063982	0.35130731955052	0.37792151042556	100	100
SP3-regulon	B LY9	0.0320239236145409	0.00381335485821492	19826220.5	0.628664994346327	7.04934473617026e-32	2.44148037203946e-31	100	100
SP4-regulon	B LY9	0.0107409889140256	0.00213630309550755	16494117	0.523008102858165	0.00874853415573243	0.011091891518875	32.8611898016997	28.9545556301769
SPI1-regulon	B LY9	0.417098725297297	-0.0014670785009519	14871009.5	0.471541366305377	0.00935111212072518	0.0117509550543626	100	100
SPIB-regulon	B LY9	0.543666579225551	-0.0211131377448872	9088678.5	0.288190783403124	2.32672786058816e-83	5.50658927005865e-82	100	100
SREBF1-regulon	B LY9	0.0408346258340751	-9.67597350235022e-05	15767889	0.499980308856068	0.998566325283668	0.998566325283668	95.6090651558074	96.9151555854041
SREBF2-regulon	B LY9	0.106219286986685	0.00735102676666725	21039967.5	0.667151414432943	1.31091093160434e-52	9.7973343309377e-52	100	100
SRF-regulon	B LY9	0.0264879798855211	0.00580918822209148	20112460.5	0.637741311639464	2.75187005154692e-36	1.22114233537394e-35	99.4334277620397	97.9113498992612
STAT1-regulon	B LY9	0.0852750976774545	0.00559361789278565	20072221	0.636465366734079	1.19550426547206e-35	4.99298840285389e-35	100	100
STAT2-regulon	B LY9	0.0727481816783633	0.00661677670682546	18490815.5	0.58632094915753	3.19256165475648e-15	6.86884477235484e-15	100	99.9619431385718
STAT5A-regulon	B LY9	0.0643579059448316	-0.00736450591393296	12721387.5	0.403379504468082	1.10708081017684e-18	2.53557217814696e-18	100	100
TBP-regulon	B LY9	0.0208812273245853	-2.03546209970491e-05	15735226	0.498944605419282	0.917894413855948	0.937705084658595	47.8753541076487	49.9171703604209
TCF12-regulon	B LY9	0.0112667708812332	0.00225819252535703	16510915.5	0.523540762570465	0.00482621798338741	0.00634558290408345	29.6033994334278	25.1511081262592
TFDP1-regulon	B LY9	0.501967610458996	-0.0266097092606765	9450503	0.299663791949905	8.99984549411758e-75	1.41997562240522e-73	100	100
TFDP2-regulon	B LY9	0.0263923914300598	-0.000742311834838371	15772065	0.500112724664537	0.991787538788378	0.998566325283668	100	99.9955227221849
TFEC-regulon	B LY9	0.101196742555401	0.00980779553618874	20089707.5	0.63701984207766	6.32687120393725e-36	2.72247185139118e-35	100	100
THAP1-regulon	B LY9	0.0381256090392047	0.000975676439812716	16827735.5	0.533586733939985	0.00216030616524992	0.00289399505156121	100	100
THAP11-regulon	B LY9	0.179499234331596	0.00103766936930905	16340398.5	0.51813387885095	0.097711729662483	0.112805411480265	100	100
TP53-regulon	B LY9	0.0886814393239899	-0.00982816819386267	11751997.5	0.372641343411648	2.87220551782131e-31	9.71079008406251e-31	100	100
USF2-regulon	B LY9	0.136308913834113	0.0111969203287787	23005570.5	0.729478260786847	1.62725580002886e-97	7.70234412013661e-96	100	100
XBP1-regulon	B LY9	0.196349902989977	0.0010767900065701	19345929.5	0.613435559225317	3.79559792601602e-25	1.01693378395146e-24	100	100
YBX1-regulon	B LY9	0.0931361625274997	-0.00207996134300149	14420220	0.457247387356193	9.44901415631102e-05	0.000141237895810123	100	100
YY1-regulon	B LY9	0.616325541521492	-0.0235116050664732	9991108	0.316805709607312	7.92887656602622e-63	7.50600314917149e-62	100	100
YY2-regulon	B LY9	0.0681126186732421	0.0173809905557293	20598009.5	0.653137471454183	1.76885100759828e-44	1.00470737231582e-43	98.5835694050991	90.402955003358
ZBTB33-regulon	B LY9	0.372324368327533	0.00660105970448471	18228624.5	0.578007195987446	1.0491691157704e-12	2.06919464499162e-12	100	100
ZNF143-regulon	B LY9	0.0274598525303932	0.00419437651877764	20323322.5	0.644427485539217	1.00667655039002e-39	4.92924379846146e-39	100	99.9932840832774
ZNF274-regulon	B LY9	0.0709108734550072	0.00565736497111861	19416008.5	0.615657677865569	4.45723072113761e-26	1.29168727020723e-25	100	100
ZNF76-regulon	B LY9	0.015402915677565	0.000859176861929859	16865076	0.534770755131588	0.00149635334020971	0.00204309782990172	99.7167138810198	99.4560107454668
ATF1-regulon	B PLCG2	0.0871437567811967	-0.0193292470902561	4564108	0.175965860654914	1.20973008876125e-158	6.36228417052213e-158	100	100
ATF3-regulon	B PLCG2	0.0392293014639523	-0.0119448970631449	7151722	0.275729434293554	5.20315747354451e-77	1.21122682171036e-76	100	100
ATF4-regulon	B PLCG2	0.0823730539372226	-0.0267195311273126	4037541	0.155664453381582	7.01756249553629e-179	5.86172867274208e-178	100	100
ATF5-regulon	B PLCG2	0.0857556408142917	-0.0331001604060155	5433261	0.209475421709517	6.35564462475142e-128	2.654416284455e-127	100	99.997767707659
