gene	waldStat	df	pvalue	meanLogFC
MFSD1	1.23850095340101	2	0.538347790626849	0.535398035710729
IFT80	0.981949696764484	2	0.612029467338985	0.775646038246589
SMC4	4.41454796156656	2	0.110000102564756	0.570583594124055
TRIM59	5.32089007077067	2	0.0699170992366602	2.17259549977105
KPNA4	5.6333752324364	2	0.0598037078230244	1.24906764313832
B3GALNT1	8.70560933828759	2	0.0128706639576501	1.19793230630538
NMD3	5.81031599182976	2	0.0547401411995337	0.77742613157361
PDCD10	4.64451347967273	2	0.0980520577482525	0.559772150496703
SERPINI1	1.31401467429798	2	0.518400413058735	1.08712452600478
GOLIM4	1.34173119478829	2	0.511265835820839	0.372229743993335
MYNN	1.76524997339951	2	0.413695539847816	0.838148342233198
LRRC34	1.13571118454239	2	0.566739457031046	1.35664591011972
SEC62	2.42291206166811	2	0.297763410936009	0.173372186548983
GPR160	17.308236019295	2	0.000174407156972034	0.911840099915387
PHC3	2.37372799805792	2	0.305176799743532	0.259981171039377
PRKCI	0.321902093782658	2	0.851333745520456	0.409900597310841
SKIL	0.823950181917248	2	0.662340774120393	0.378442239339511
RPL22L1	4.71813630897694	2	0.0945082492644641	0.35217955783252
EIF5A2	1.66938555202089	2	0.434007798560204	1.74515777360508
TNIK	2.3804389801161	2	0.304154497851323	3.48212944583884
TNFSF10	0.092176490006341	2	0.954957688228166	0.160677535537571
TBL1XR1	4.23385972786965	2	0.120400708215663	0.620587870633132
ZMAT3	3.21309925517752	2	0.200578491991737	0.833691555727192
PIK3CA	4.82864423880466	2	0.089427939844648	1.6093758277118
KCNMB3	0.056297724897385	2	0.972243625461427	0.123868428517754
ZNF639	1.55647912440555	2	0.459213717323502	0.147706902755343
MFN1	0.0108713058331437	2	0.994579093513819	0.0588059785682061
GNB4	17.8831857296621	2	0.000130832475668585	2.36566356941835
ACTL6A	0.418138469734971	2	0.811339060746446	0.192114528660882
MRPL47	0.919748300872428	2	0.631363097277719	0.209918903850419
NDUFB5	0.235834495774251	2	0.888769597133615	0.0949552570782074
USP13	0.825003868143069	2	0.661991916349874	1.00341834311804
TTC14	0.0865925407620598	2	0.957627631331233	0.0852232395583254
FXR1	1.05110711646083	2	0.591227994643587	0.253366991567791
DNAJC19	1.71127004883811	2	0.425013211601776	0.351076416445037
ATP11B	0.656673148761321	2	0.720120604765711	0.682640303117284
DCUN1D1	8.53930878964144	2	0.0139866161651205	1.38588926220976
MCCC1	2.45364377190077	2	0.293222994530884	0.920188973111971
KLHL6	7.1914157410151	2	0.027441251446664	0.47752052380824
KLHL24	1.86014080434696	2	0.394525933910609	0.63188023281651
YEATS2	0.472110073179493	2	0.789737208293973	0.691613273933584
PARL	3.61254059778647	2	0.164265657503693	0.600495053475971
ABCC5	1.79140719200366	2	0.408320205084462	1.36997625586271
EIF2B5	2.05075348119709	2	0.358661317670237	0.556160606992918
DVL3	4.30831815748231	2	0.11600069706171	1.30564314864568
AP2M1	0.840660433994239	2	0.656829887606573	0.136466855550355
ABCF3	4.21013206363591	2	0.121837628843328	0.455252113394598
ALG3	2.34702479424744	2	0.309278721562339	0.689717031762312
EEF1AKMT4	0.641139508842621	2	0.725735428288194	0.540048891863404
PSMD2	0.096502334446976	2	0.952894421172285	0.064847778109939
EIF4G1	0.16953546280598	2	0.918725650739282	0.15013970983292
POLR2H	0.0955008051028265	2	0.953371716530978	0.105132700474972
MAGEF1	1.78184229988474	2	0.410277651400118	0.380839458814915
VPS8	0.271076978669397	2	0.873245551641334	0.106423281221575
MAP3K13	0.69748109646617	2	0.705576169507873	0.448760195499198
TMEM41A	2.99200597944244	2	0.224023798443036	2.62097265986981
SENP2	2.54252944771918	2	0.280476671829936	0.739977065995757
TRA2B	0.0121221324351099	2	0.993957264990039	0.0168533879464269
ETV5	0.120530217499476	2	0.941514896658131	0.394370142875566
DGKG	1.90449101565274	2	0.385873567763325	1.75678552438891
TBCCD1	0.0983849905724375	2	0.951997856959547	0.303515456940157
DNAJB11	0.309092188099051	2	0.856803997665971	0.166605538060809
EIF4A2	3.51696363644168	2	0.172306257571911	0.246801035965161
RFC4	2.05027364480531	2	0.358747377369739	0.413482194986577
ST6GAL1	7.40182295630889	2	0.0247010017830005	0.442887636491491
RPL39L	0.742150854795473	2	0.689991895302835	0.447495656074648
RTP4	3.71275707082527	2	0.156237415343228	2.04384908898145
BCL6	1.30420739562864	2	0.52094870456026	0.111665761725481
LINC01991	76.5258577948185	2	0	4.39657930904511
LPP-AS2	2.17989198688991	2	0.33623465209164	1.64045962651424
LPP	30.3400817292143	2	2.58068479030982e-07	0.731516769337098
CCDC50	2.18437754346425	2	0.335481397321998	0.73818608722901
OPA1	5.68635886794185	2	0.0582402004113356	1.07749189100829
HES1	19.2957969013276	2	6.45611029097548e-05	2.30601575723523
ATP13A3	0.795087760577539	2	0.671968455830763	0.752426422775871
TMEM44-AS1	2.97729667819094	2	0.225677488916149	1.4308699646675
LSG1	0.777677185762458	2	0.677843669978515	0.152748554287255
FAM43A	0.538524122395922	2	0.763943029588097	0.293526602907038
XXYLT1	1.7102554602655	2	0.425228873072917	1.6017711183661
XXYLT1-AS2	9.29969599993272	2	0.00956305540481983	4.44000276921744
ACAP2	2.84373298237075	2	0.241263280593641	0.269895414324909
PPP1R2	9.0454318444289	2	0.0108594900509373	0.880130596213386
MUC20-OT1	4.8747375761435	2	0.0873904921181526	0.74547242202852
TNK2	1.89703377066395	2	0.387315030292877	0.530180356845695
TFRC	2.64800864977333	2	0.26606774427848	1.17576423869356
PCYT1A	0.598606058143958	2	0.74133472941936	0.486344603803038
TCTEX1D2	1.86457959562773	2	0.393651295715986	0.556742450265031
UBXN7	0.00858268814908308	2	0.995717850585256	0.0554860262617814
RNF168	4.59232477090826	2	0.100644337735435	0.376057020268586
WDR53	0.836082763502669	2	0.658334984806501	0.950607863357881
FBXO45	0.0789058394651788	2	0.961315211902455	0.33956489482724
PIGX	1.24257444108468	2	0.537252429942749	0.133737527605201
CEP19	0.241326441891468	2	0.88633240752452	0.501836469267282
PAK2	0.988963212114598	2	0.609886987082143	0.267294149075392
SENP5	1.01699850754406	2	0.601397446855345	0.391593415311296
NCBP2	0.573267445270958	2	0.750786674645287	0.166005594876589
NCBP2-AS2	0.000232513564276431	2	0.99988374997542	0.00453017969714484
MELTF	4.03406343205307	2	0.133049809144157	1.44351250860672
MELTF-AS1	1.40894467884234	2	0.494369364670797	1.2419728122248
DLG1	8.98700910535593	2	0.0111813892972076	1.35106749983405
BDH1	0.45173585059405	2	0.797823467004904	0.191454348490028
RUBCN	3.3024759792066	2	0.191812299939453	0.398420938038411
FYTTD1	1.72786768200797	2	0.421500699916608	0.176653033623715
LRCH3	7.86020821237212	2	0.0196416276316819	1.72739682611315
IQCG	0.0385018834672311	2	0.980933174283366	0.188437173019639
RPL35A	23.5592092865338	2	7.65918755407657e-06	0.371501552992095
ZNF595	2.98805510273735	2	0.224466781044718	0.923289716948616
ZNF718	0.720382681391536	2	0.697542844967971	0.584765058796572
ZNF141	5.1903288315223	2	0.0746336041247826	1.35126963456617
ZNF721	3.47093640217307	2	0.176317628852427	1.04011016117748
PIGG	0.0184353056166222	2	0.990824699523743	0.1041667098876
PDE6B	0.49686991448515	2	0.78002059387548	0.575147901315476
AC107464.3	0.73619114653538	2	0.692051036948937	0.477115576180568
ATP5ME	40.5172353938628	2	1.59145407963024e-09	0.226562403013265
MYL5	2.81657911396512	2	0.244561233665733	0.341849752737129
PCGF3	3.11360191270154	2	0.210809382066022	0.567567793258551
AC139887.2	0.0111939940273219	2	0.994418636992696	0.133111196091603
GAK	1.52417721501667	2	0.466690674735533	0.744501802389616
TMEM175	0.334088223494907	2	0.846162284816913	0.489051167647022
IDUA	0.143067870401358	2	0.930964684585411	0.407231855899609
CTBP1	1.71527044365795	2	0.424163950904416	0.244518391255975
CTBP1-DT	0.309589966760883	2	0.856590774827812	0.158352184950584
MAEA	0.747774562616332	2	0.688054464057203	0.349264405641469
UVSSA	0.0102519451357086	2	0.99488714281027	0.133078250562681
AC147067.1	0.246008716891123	2	0.884259808554184	0.704501221111178
SLBP	7.42370582297186	2	0.0244322105808025	0.5599462573503
AC016773.1	0.344305848905784	2	0.84185042380881	0.786114464308672
TMEM129	0.103996899618614	2	0.949330338484804	0.110634542612015
TACC3	0.716477404373211	2	0.698906224649489	0.103701512695608
LETM1	3.00469324995928	2	0.222607171210361	0.791018957750835
NSD2	1.77743119441219	2	0.411183539021035	0.551713346666985
NELFA	3.08908940400341	2	0.213409013803628	0.99247929571699
C4orf48	0.664807501663019	2	0.717197695223876	0.242840593364049
HAUS3	2.30786202044261	2	0.315394510268517	0.349247944779391
MXD4	10.2523451663104	2	0.005939249008445	1.31015650079821
RNF4	1.09657991222007	2	0.577937263932372	0.566948507049467
FAM193A	0.951434126578981	2	0.621439285362893	0.767683483230257
TNIP2	2.71545084953087	2	0.257245235646148	0.74930148111676
SH3BP2	3.93463798610146	2	0.139831242657763	3.9756836270073
ADD1	1.30222842682322	2	0.521464430287237	0.394842933619304
MFSD10	1.94571922381198	2	0.378000556210988	0.257204347379893
NOP14-AS1	0.953867242497938	2	0.620683728136717	0.770442024723501
NOP14	4.65832323540258	2	0.0973773523250447	1.18601786125437
HTT	4.11933852626301	2	0.127496130593365	0.827967291084635
DOK7	3.10294282699825	2	0.211935898944794	2.11839512105773
LRPAP1	8.05076383355358	2	0.0178566031145564	0.459315869960555
TMEM128	1.07545485532232	2	0.584074095899883	0.591733738757346
LYAR	8.00184731304955	2	0.018298729339879	2.3017865572052
ZBTB49	0.42448377748531	2	0.808769041777374	0.826339141631385
NSG1	1.27858502505243	2	0.527665608824294	1.13391421837248
STX18	0.108112714113649	2	0.947378713521284	0.169439377611071
EVC2	0.139103525018268	2	0.932811847453092	0.310226948448763
MAN2B2	2.40184230225252	2	0.300916894270015	2.27208396148136
MRFAP1	1.84290844173204	2	0.397939927561004	0.354882036876563
AC093323.1	0.492872515277068	2	0.781581179779298	0.541265136194825
MRFAP1L1	0.00730844477912049	2	0.99635244615582	0.0323359365093547
BLOC1S4	4.16726273410479	2	0.124477367462515	0.706027326801808
KIAA0232	2.91909838123923	2	0.232340992623003	1.98185016274209
TBC1D14	3.37369800338508	2	0.18510186169151	1.52623188104573
GRPEL1	1.2249343273222	2	0.542011985856239	0.367372626776538
ABLIM2	5.41457103403241	2	0.0667176651020946	2.38929291861397
SH3TC1	104.274694739773	2	0	4.03394558648858
ACOX3	0.210425157997532	2	0.900133152842005	0.270637627698195
TRMT44	1.26819502495546	2	0.530413964360237	1.3686759967441
WDR1	3.70685899178368	2	0.156698845709479	0.314048097473062
ZNF518B	1.11741961293729	2	0.571946509709688	1.10705685947193
RAB28	0.166940057794189	2	0.919918657234815	0.11467387552697
BOD1L1	5.53794323010071	2	0.0627264785510097	0.503327818814146
FBXL5	0.747592117692278	2	0.688117232942346	0.25088300412917
FAM200B	0.00806024622169631	2	0.995977986936808	0.0382223875046106
CD38	18.6151046288687	2	9.0736367686417e-05	0.382229448719021
TAPT1	0.0581650689332699	2	0.971336292435353	0.209586714353817
QDPR	2.03996257193363	2	0.360601688421899	1.09636400165251
LAP3	5.7202473192914	2	0.0572616788687137	0.692904511839838
MED28	0.558958668091567	2	0.756177354780288	0.147546617482577
FAM184B	2.88045999161313	2	0.236873272557196	1.4238457286081
DCAF16	0.63451394918685	2	0.728143616671968	0.527296166735816
NCAPG	0.368487137662797	2	0.83173319487075	0.603558007679484
LCORL	2.13444007101742	2	0.343963395566054	0.923085262131624
DHX15	0.237128072974801	2	0.888194936951778	0.136893134980659
CCDC149	1.89414255461151	2	0.387875340906528	1.9985617678747
SEPSECS	4.79174483651611	2	0.0910931728991657	3.32418289669218
SEPSECS-AS1	0.957809558998377	2	0.619461467315728	1.12745880791074
PI4K2B	1.79909131710284	2	0.406754423158415	1.15030748600251
ZCCHC4	3.2288906087093	2	0.199001024833334	1.51497508840813
ANAPC4	2.86511443226884	2	0.238697739403055	1.48291486265246
SEL1L3	2.25285191223589	2	0.324189857095668	0.307636273515065
SMIM20	2.02238312494202	2	0.363785248364469	0.284208739653984
RBPJ	0.024513084484159	2	0.987818263241035	0.0513523854551926
TBC1D19	1.43686621609813	2	0.487515541989138	2.78515296677247
STIM2	10.6727459696102	2	0.0048132969898218	0.956529174080231
ARAP2	4.25407792572992	2	0.119189696974418	2.70329036163965
PGM2	0.471647301933256	2	0.789919963272636	0.28794906698159
TBC1D1	19.7459123553524	2	5.1550111854648e-05	1.1290461057566
TLR10	4.74441516199422	2	0.093274587620739	0.464507445012147
TLR1	5.51310918389915	2	0.0635102104228032	3.36440511974245
TLR6	1.81365100123372	2	0.403804067290548	1.12699939019852
TMEM156	20.8741966511806	2	2.93241741561312e-05	1.05427761512068
KLHL5	9.30774257273625	2	0.00952465778814948	0.366467977641538
WDR19	0.152755025493648	2	0.926466387662144	0.45308192946094
RFC1	9.02871119169697	2	0.0109506595040988	0.300261958418099
RPL9	1.1619507639889	2	0.559352518028624	0.0862201000658561
LIAS	1.74127713280835	2	0.418684106262454	0.770312522849044
UGDH	0.238413237775967	2	0.887624381850972	0.205151307143498
SMIM14	88.959979455143	2	0	2.21147751251325
UBE2K	3.98402031327492	2	0.136420922218429	0.527505096714076
PDS5A	0.123662573409818	2	0.940041470907167	0.159542293429912
N4BP2	2.81048269993805	2	0.245307844267169	2.39142313011736
RHOH	0.617740686352468	2	0.734275967744359	0.087517199352517
UCHL1	3.35326862637597	2	0.187002309265957	0.966016986353173
TMEM33	7.31085330206631	2	0.0258504660020092	1.32593140146535
SLC30A9	1.86548662190316	2	0.393472810157532	0.746848367432119
ATP8A1	3.85004579208291	2	0.145872416917087	0.960276230383576
GUF1	0.229379229130937	2	0.891642853915891	0.395810837954137
GNPDA2	3.80878874008214	2	0.148912801371744	0.275572051431252
COMMD8	1.57444305512909	2	0.455107543979888	0.29983521337675
ATP10D	3.95559339530489	2	0.138373780963255	1.51554244556802
NFXL1	5.65595700996785	2	0.0591322685166189	4.65739023279177
TEC	3.48738394132432	2	0.174873579204863	1.63017993279205
SLAIN2	0.00507367686092494	2	0.997466376624882	0.0361206479477996
FRYL	0.0832510874448862	2	0.959228902614735	0.159346867939272
OCIAD1	3.17296299615623	2	0.204644388157607	0.311026470312506
OCIAD2	4.21900446790844	2	0.121298329598652	0.211321361964535
DCUN1D4	0.0700055070615283	2	0.965602757437007	0.28486032678676
SGCB	2.05190838175448	2	0.35845426837848	0.329294998315088
USP46	1.11612255457213	2	0.572317554015636	1.09049532339364
USP46-AS1	0.102129178292117	2	0.950217294826703	0.47950295260537
SCFD2	0.232467229923957	2	0.890267219259413	0.144610741646864
FIP1L1	0.0855912788896532	2	0.958107169374614	0.0751446938566938
CHIC2	0.325974520886453	2	0.849602011898712	0.0417541700697787
TMEM165	0.757360168598867	2	0.684764644589532	0.186557042522606
CLOCK	0.00204530916940172	2	0.998977868148292	0.0507258317197954
EXOC1	0.000374947894365697	2	0.999812543624959	0.00900771824889285
CEP135	1.82676169958356	2	0.401165647959504	0.546145933722862
AASDH	0.00434888652542229	2	0.997827919126436	0.0418106898075817
PPAT	0.270930229151409	2	0.873309628174	0.350677773851072
PAICS	2.9676818436096	2	0.226765026808184	0.722777475501985
SRP72	2.22324715850761	2	0.329024330108396	0.229925513102337
HOPX	29.6723182299779	2	3.60361149587263e-07	2.55505486258326
SPINK2	5.2540959529455	2	0.0722915539261925	1.21181538180372
REST	0.180744199286659	2	0.913591175065922	0.0959012265913443
NOA1	6.86879731832105	2	0.0322447945148544	0.982849450952749
POLR2B	0.335983682299938	2	0.845360731827955	0.166969525597375
CENPC	0.566131475057798	2	0.75347025495899	0.117104524225742
STAP1	0.0434810389397181	2	0.978494102281384	0.0487192408053783
UBA6	7.88695143972686	2	0.0193807355364326	0.971752520067403
UBA6-AS1	1.02193940844255	2	0.599913557954284	0.400921735524749
YTHDC1	0.632196593704117	2	0.728987789440779	0.200490281030613
UGT2B17	3.1283461381061	2	0.20926098603046	3.51084347591775
FDCSP	0.140440050379147	2	0.932188692346409	0.67992577216041
ENAM	7.22676342159521	2	0.0269605198515178	1.68076417823258
JCHAIN	139.926005800862	2	0	0.8739006807477
UTP3	3.97044013135347	2	0.13735038468549	0.708055178609557
RUFY3	0.776721351706257	2	0.678167700434457	0.265149544420637
GRSF1	0.0708501008525926	2	0.965195072478329	0.0620062724606377
MOB1B	1.20659601892072	2	0.547004631523196	0.64056118985384
DCK	21.1458592663446	2	2.55997074782854e-05	0.431404971832821
COX18	0.634803483354389	2	0.728038213073687	0.752391308417435
ANKRD17	1.42296887255386	2	0.490914924392528	0.469961927039006
RASSF6	309.54915139126	2	0	1.07193589086636
MTHFD2L	0.0370495160114206	2	0.981645770699338	0.10977040984861
AREG	3.46005849498285	2	0.177279224921443	1.66227130960597
PARM1	0.195209963685526	2	0.907007117278908	0.343114830489671
RCHY1	0.827326104642122	2	0.661223711529388	0.356570730040285
THAP6	0.0220821904489243	2	0.989019633956365	0.0991077936774015
G3BP2	1.61227489231261	2	0.446579677223686	0.369733523033623
USO1	3.91581963527189	2	0.141153148618299	0.755032493608933
NAAA	0.761597705465429	2	0.683315322807158	0.726558059223937
SDAD1	0.786932654630281	2	0.67471403662749	0.265329403553138
NUP54	1.61418594907205	2	0.446153161474694	0.272954130561581
SCARB2	2.87528134420519	2	0.237487408892423	2.73425399686214
SEPT11	2.4451590170177	2	0.294469599563079	0.596126210318697
CCNI	15.5861800830075	2	0.000412576035164758	0.287345431636991
CCNG2	16.2029944463154	2	0.000303085012300697	0.781726177766438
CNOT6L	2.49461666871017	2	0.287277010783618	0.697494132089764
MRPL1	1.07379445674871	2	0.584559195134397	0.167099021938226
AC098818.2	6.31745321313337	2	0.0424798001525355	3.22179300250426
BMP2K	1.59851190917292	2	0.449663409678057	0.90422431727545
BMP3	9.1318588137509	2	0.0104002086880711	17.1399056687488
RASGEF1B	1.07496827539857	2	0.584216212551484	0.564625208724214
AC124016.2	1.84403923196085	2	0.397714997863204	1.59218835762923
HNRNPD	2.43637276416821	2	0.29576608747472	0.230204769884856
AC124016.1	0.170076275556216	2	0.918477255051741	0.538994801570391
HNRNPDL	7.45302938378928	2	0.0240766041563261	0.492353162012066
ENOPH1	0.18325705654752	2	0.912444033758559	0.125300770638025
SEC31A	0.0138169578282121	2	0.993115329767539	0.0504368948602989
THAP9-AS1	0.968395545155446	2	0.616191324114103	0.641624561788702
LIN54	1.3532088142547	2	0.508340181382498	1.56353279755717
COPS4	2.63871243141768	2	0.267307334846962	0.145223525116019
PLAC8	6.01571405107953	2	0.0493974228321028	1.02371811521591
COQ2	8.8022908806788	2	0.0122632849937496	2.06986588467037
HELQ	3.78170153062186	2	0.150943336839462	1.28132760875071
MRPS18C	4.06470841062391	2	0.131026694030811	0.415528447597692
ABRAXAS1	4.34731387990709	2	0.113760838752575	0.882772978174738
ARHGAP24	2.89868041899447	2	0.234725106410324	0.486188557733154
MAPK10	5.84939583745381	2	0.0536809054599645	0.956840233647311
AFF1	5.42328036925304	2	0.0664277635174789	3.10243010706419
KLHL8	3.54777945268937	2	0.1696717270089	1.98333794698556
HSD17B11	9.98559814231234	2	0.00678664158870212	0.300946229377692
NUDT9	0.135229562888935	2	0.934620437375252	0.143514451487107
PKD2	0.568205839159636	2	0.752689174266103	1.00861761752269
PPM1K	0.0654767240709593	2	0.967791737527394	0.0602730956356442
PYURF	18.629304152686	2	9.00944425337169e-05	0.310889688003164
HERC3	0.0875718215572246	2	0.957158852932878	0.296452247516718
NAP1L5	0.435092280443654	2	0.804490484694045	0.548075212836974
TIGD2	1.99454835408499	2	0.36888358333292	2.03310063824397
GPRIN3	8.92839721849042	2	0.0115139192121102	2.55363511981858
SMARCAD1	1.87955342610394	2	0.390715067194197	0.386451868403554
PDLIM5	1.90551283861266	2	0.385676470881559	0.567053041611883
RAP1GDS1	0.713239271315369	2	0.700038716867405	0.166293177553437
EIF4E	1.12491354801604	2	0.569807454691058	0.0595841102849032
METAP1	0.185398447536278	2	0.91146760686396	0.183981666847827
ADH5	10.1995698275866	2	0.00609805803264196	0.912926039384921
TRMT10A	0.00624483519520861	2	0.996882452078517	0.0488964025706687
DAPP1	0.39927108537665	2	0.819029199869488	0.133925392228145
LAMTOR3	0.00226293280676578	2	0.998869173463376	0.0168368472866058
DNAJB14	0.00416916147708527	2	0.997917590490922	0.0230620251156951
H2AFZ	2.321459242344	2	0.313257538149336	0.174608419428466
PPP3CA	2.62554615320882	2	0.269072861192504	0.705716753881881
AP001816.1	2.09016198214946	2	0.351663336633081	1.53200088543434
BANK1	25.7495179566906	2	2.56190617142771e-06	1.60244465643895
SLC39A8	4.16243004380607	2	0.124778511432949	0.869846631589913
AC098487.1	1.92555897598325	2	0.381830117456838	1.68752115227691
NFKB1	3.44972716633676	2	0.178197359234037	0.327098606440328
MANBA	0.42533060174677	2	0.808426671641076	0.349916013859965
UBE2D3	14.6407608060017	2	0.000661910370623575	0.301621402248979
CISD2	0.818129912180548	2	0.66427108246841	0.212708907009256
SLC9B2	4.2253024421783	2	0.120916963492877	1.406348362239
BDH2	5.78997836650984	2	0.055299623253384	1.09331954524359
CENPE	1.83249322484175	2	0.400017648170622	1.31911294699964
TET2	0.0614128157539287	2	0.969760245254466	0.247431829662684
PPA2	0.0029056842150782	2	0.998548212756643	0.016841272381757
INTS12	6.14431547395007	2	0.0463210982019647	0.335349754745586
GSTCD	0.347526283733667	2	0.840495952385851	0.362621023551931
TBCK	0.918817488452121	2	0.631657005972214	0.668255951537761
AIMP1	7.27653659676857	2	0.0262978445775206	0.565361602577801
PAPSS1	2.69275526048617	2	0.260181027600018	0.277308587259463
CYP2U1	0.42356574847079	2	0.809140363715131	0.565679339674358
HADH	2.94812391790989	2	0.228993431566509	0.455792772304333
RPL34	36.6773081717535	2	1.08548474653247e-08	0.357322112755
OSTC	5.44534227753944	2	0.0656990286144067	0.494669211326975
SEC24B	2.23926722642982	2	0.326399361130489	1.89187828717652
MCUB	12.9776057594149	2	0.00152036798244892	0.90176493135915
CASP6	6.45261691041549	2	0.0397037969339846	1.57845014925915
PLA2G12A	1.17114924787397	2	0.556785827407063	0.498514928460301
GAR1	0.234694675008579	2	0.889276260517618	0.190426213387916
FAM241A	38.2428258895694	2	4.96221841395084e-09	2.35210165718923
AP1AR	5.15056594278007	2	0.0761322764941543	2.91376288040604
TIFA	5.74167883427257	2	0.0566513524993096	0.503098791713192
ALPK1	4.11907961574636	2	0.127512636706265	1.2645369832049
ZGRF1	0.469847864813785	2	0.790630988737738	0.856264314707644
LARP7	4.12662544782598	2	0.127032448658171	0.147430569589225
CAMK2D	6.99290797084165	2	0.0303046538630569	0.429690436892978
UGT8	4.82618656976028	2	0.0895378995316701	1.70054512579483
SNHG8	0.55248146779499	2	0.758630280752856	0.1456495236531
METTL14	0.137056005580019	2	0.933767311647464	0.250169895523988
SEC24D	1.63245769623715	2	0.442095724927535	0.683043400320249
USP53	0.727042222035898	2	0.695224050173835	0.483766424220162
C4orf3	37.9212724267141	2	5.82774206669967e-09	0.751310716467681
MAD2L1	0.815690939978436	2	0.665081645955815	0.495483614199464
ANXA5	0.947101755476748	2	0.622786897225459	0.158442494886216
EXOSC9	3.77577285403635	2	0.151391447800992	0.723781668632075
BBS7	1.09065495889397	2	0.57965192816183	0.978145570693766
KIAA1109	0.859247352591872	2	0.650753942783545	0.576785363982314
MFSD8	1.3585059755541	2	0.506995582839492	0.659090965584408
ABHD18	1.0751512849689	2	0.584162756418247	0.864321963530957
LARP1B	5.45383072126974	2	0.0654207782564555	1.68638651815205
PGRMC2	2.02827937525301	2	0.362714343279321	0.548068774498364
JADE1	17.9119696340998	2	0.00012896302571519	2.15623718834843
SCLT1	0.083619267676955	2	0.959052334307488	0.156301728264151
C4orf33	3.2085068832936	2	0.201039586682289	1.38976658589142
ELF2	0.0829565717074433	2	0.959370167019442	0.138268837971855
NDUFC1	11.5984751123059	2	0.00302986396607674	0.308374400513993
NAA15	3.4662567749771	2	0.176730662260135	0.669001012529882
AC097376.2	0.135348158685637	2	0.934565017990703	0.151635951719551
SETD7	0.336364142063034	2	0.845199934250811	0.554392007216189
MGST2	5.68566756217838	2	0.0582603347839923	0.619092518536787
MAML3	2.33394236301037	2	0.311308411448787	0.583242838278023
SCOC	4.89565952051908	2	0.0864810676360594	0.273183517572731
SCOC-AS1	0.947174710810323	2	0.622764179826883	0.759390064322937
ELMOD2	0.768869400154863	2	0.6808354036408	0.599303443123253
ZNF330	3.48242022312771	2	0.1753081298121	0.651208612231146
USP38	4.63389804667142	2	0.0985738738740735	2.1743257937186
SMARCA5	0.175500900164874	2	0.915989433291569	0.0591463664737043
ANAPC10	0.0457335300013188	2	0.977392698014013	0.0815081651537469
ABCE1	0.0165796891819203	2	0.991744421418704	0.0476590314770303
OTUD4	0.248112367397069	2	0.883330210730295	0.350288419356241
MMAA	1.15848480679974	2	0.560322704382478	1.05980376861121
ZNF827	0.680571138099564	2	0.711567092207435	0.13076861356193
AC108206.1	4.03851831610141	2	0.132753778226211	0.95092521155501
LSM6	4.39517346481391	2	0.111070878944388	0.12044670297202
SLC10A7	7.89108167589632	2	0.0193407533271821	0.971292097658728
TMEM184C	2.04422731674106	2	0.359833570580472	0.743352573996003
PRMT9	0.198659215105236	2	0.90544421758131	0.295829798807348
ARHGAP10	1.6215870228865	2	0.44450520627449	1.5769606792411
LRBA	0.744462049897449	2	0.689195002890562	0.268740102321484
RPS3A	31.8574096228909	2	1.20851319507231e-07	0.446571032091501
AC095055.1	2.35258744952187	2	0.308419711254768	3.05880933981894
GATB	4.62695314130373	2	0.0989167619737723	0.848317485327938
FBXW7	0.919524515333877	2	0.631433746195569	0.418946219956592
TMEM154	44.7670194470674	2	1.90092608320924e-10	0.855581982888665
ARFIP1	1.50127346422793	2	0.472065877522265	0.235996707984452
MND1	7.35612046292008	2	0.0252719490522633	4.15955436234758
TMEM131L	1.38384196101096	2	0.500613476072564	0.34049372092407
PLRG1	0.768876765577491	2	0.680832896325173	0.253526098362929
MAP9	1.84375326937511	2	0.397771867733358	1.40990765114174
CTSO	1.73738692340833	2	0.419499283230626	1.79701382925367
C4orf46	1.62059840931226	2	0.444724982528832	0.938088702666105
ETFDH	0.00248099362847747	2	0.99876027228388	0.029592094237278
PPID	1.46477292831559	2	0.480760302753779	0.402270761418552
RAPGEF2	2.94152994969809	2	0.229749665230898	4.57443688311887
NAF1	0.0628081133630162	2	0.969083929121672	0.189349268620304
TMA16	1.72702568953651	2	0.421678187482807	0.375809518726395
MARCH1	38.8953019486609	2	3.58090246344034e-09	2.87508213462055
TRIM61	0.26271235003847	2	0.876905386968977	0.365639882707956
TMEM192	3.5129786047933	2	0.172649922782216	1.6020575835338
KLHL2	2.66753727019539	2	0.263482418786999	1.28040807149785
MSMO1	3.09389465775262	2	0.212896887042899	0.124558403635673
DDX60L	0.0321351543943611	2	0.984060817736372	0.281405121971836
PALLD	3.26042423477157	2	0.195888018465342	6.6394614975033
CBR4	2.73803444075672	2	0.254356813449914	0.55226492973364
SH3RF1	0.24870164083425	2	0.883069987553108	0.334099585092838
NEK1	0.197902628071794	2	0.905786806053987	0.336299391603092
CLCN3	0.298855086267261	2	0.861200835672972	0.358653415613671
HPF1	0.630470408559394	2	0.729617244987316	0.280296506444615
GALNT7	0.0215701838094688	2	0.989272858677736	0.123944293055548
HMGB2	5.22028391065699	2	0.0735241058836152	0.570799595973597
AC097534.2	3.1803641058084	2	0.203888489863531	3.93134362842191
SAP30	0.356573322722956	2	0.836702538818648	0.42829170975695
FBXO8	3.3926092647892	2	0.183359855706951	1.54179751893774
CEP44	0.0895641501795501	2	0.956205840200918	0.22546462966637
GPM6A	2.80181648191416	2	0.246373096157398	356.895889701176
